Millas_Por_Galon,Cilindros,Pais_Origen,Peso_En_Libras,Desplazamiento,Aceleracion,Nombre,Anyo,Caballo_De_Fuerza,Log10(var1/var2),Sqrt(var1)*exp(var2)/200,5 o 3,1/logn(var1/var2)*100,var2**2/var1
29.9,4,USA,2380,98.0,20.7,ford escort 2h,1/01/1982,65.0,0.6752557302355772,154867.22361946054,3,0.005177265931367407,0.0067226890756302525
33.0,4,Europe,2190,105.0,14.2,volkswagen jetta,1/01/1982,74.0,0.8689009546868817,137757.4845453052,3,0.006432400046628016,0.0073059360730593605
34.5,4,Europe,2320,100.0,15.8,renault 18i,1/01/1982,105.08,0.8013429130455773,158072.20871487816,3,0.006019028612316359,0.006896551724137931
33.7,4,Japan,2210,107.0,14.4,honda prelude,1/01/1982,75.0,0.87102128558996,141765.15665855625,3,0.006375046871447878,0.007239819004524887
32.4,4,Japan,2350,108.0,16.8,toyota corolla,1/01/1982,75.0,0.8081144737610867,157173.1054045189,3,0.005804616837308099,0.006808510638297872
32.9,4,Japan,2615,119.0,14.8,datsun 200sx,1/01/1982,100.0,0.9052852459975732,196115.2381799769,3,0.006265605696717497,0.006118546845124283
31.6,4,Japan,2635,120.0,18.3,mazda 626,1/01/1982,74.0,0.8167301563171953,195152.7990741966,3,0.0055300901932154095,0.0060721062618595825
28.1,4,Europe,3230,141.0,20.4,peugeot 505s turbo diesel,1/01/1982,80.0,0.8395889452294811,276521.05741340027,3,0.0052166946836820155,0.004953560371517028
23.51,4,Europe,2800,121.0,15.4,saab 900s,1/01/1982,110.0,0.895264649479987,190069.4778232423,3,0.006113384125655397,0.005714285714285714
30.7,6,Europe,3160,145.0,19.6,volvo diesel,1/01/1982,76.0,0.8691119308784988,276638.9689627981,3,0.005327885314666338,0.01139240506329114
25.4,6,Japan,2900,168.0,12.6,toyota cressida,1/01/1982,116.0,1.1249387366083,211925.32529171684,3,0.006968230667795635,0.012413793103448275
24.2,6,Japan,2930,146.0,13.8,datsun 810 maxima,1/01/1982,120.0,1.0244737693832004,211160.6197804174,3,0.006552838173203379,0.012286689419795221
22.4,6,USA,3415,231.0,15.8,buick century,1/01/1982,110.0,1.1649548929377216,275978.61419383564,3,0.006019028612316359,0.010541727672035138
26.6,8,USA,3725,350.0,19.0,oldsmobile cutlass ls,1/01/1982,105.0,1.2653144433974466,357818.9828370145,3,0.005417626720578101,0.017181208053691274
20.2,6,USA,3060,200.0,17.1,ford granada gl,1/01/1982,88.0,1.0680338852718272,210420.7392459213,3,0.005745587098764728,0.011764705882352941
17.6,6,USA,3465,225.0,16.6,chrysler lebaron salon,1/01/1982,85.0,1.1320744300713073,251844.7002624336,3,0.005845251388404809,0.01038961038961039
28.0,4,USA,2605,112.0,19.6,chevrolet cavalier,1/01/1982,88.0,0.7569619513137054,179541.34540667088,3,0.005327885314666338,0.006142034548944338
27.0,4,USA,2640,112.0,18.6,chevrolet cavalier wagon,1/01/1982,88.0,0.7797050784522652,181075.5196264807,3,0.0054808056124143485,0.006060606060606061
34.0,4,USA,2395,112.0,18.0,chevrolet cavalier 2-door,1/01/1982,88.0,0.7939455175668755,167232.42921315008,3,0.005581106265512472,0.006680584551148226
31.0,4,USA,2575,112.0,16.2,pontiac j2000 se hatchback,1/01/1982,85.0,0.8397030081275506,184588.78789144906,3,0.005929794950850317,0.006213592233009709
29.0,4,USA,2525,135.0,16.0,dodge aries se,1/01/1982,84.0,0.9262137858390812,171668.9568674346,3,0.0059737997497751796,0.006336633663366337
27.0,4,USA,2735,151.0,18.0,pontiac phoenix,1/01/1982,90.0,0.9237044421898634,194341.9462807036,3,0.005581106265512472,0.005850091407678245
24.0,4,USA,2865,140.0,16.4,ford fairmont futura,1/01/1982,92.0,0.93128418763054,201059.6294395645,3,0.005886961926217416,0.005584642233856894
23.0,4,USA,3035,151.0,20.5,amc concord dl,1/01/1982,105.08,0.8672230862374151,220877.416116631,3,0.005203420985548809,0.005271828665568369
36.0,4,Europe,1980,105.0,15.3,volkswagen rabbit l,1/01/1982,74.0,0.8364978682523392,117612.0,3,0.006137829102666137,0.00808080808080808
37.0,4,Japan,2025,91.0,18.2,mazda glc custom l,1/01/1982,68.0,0.6989700043360187,124715.64050402067,3,0.005546898371317223,0.007901234567901235
31.0,4,Japan,1970,91.0,17.6,mazda glc custom,1/01/1982,68.0,0.7135287245069437,108039.68357853516,3,0.005651995512993162,0.008121827411167513
38.0,4,USA,2125,105.0,14.7,plymouth horizon miser,1/01/1982,63.0,0.8538719643217619,139180.9099107839,3,0.0062923348084693576,0.0075294117647058826
36.0,4,USA,2125,98.0,17.3,mercury lynx l,1/01/1982,70.0,0.7531799725636994,135468.75,3,0.005707455641792118,0.0075294117647058826
36.0,4,Japan,2160,120.0,14.5,nissan stanza xe,1/01/1982,88.0,0.91781324381265,139968.0,3,0.00634704488520105,0.007407407407407408
36.0,4,Japan,2205,107.0,14.5,honda Accelerationord,1/01/1982,75.0,0.8680157754502347,145860.75,3,0.00634704488520105,0.0072562358276643995
34.0,4,Japan,2245,108.0,16.9,toyota corolla,1/01/1982,70.0,0.8055370508732761,146940.71661908843,3,0.0057846892390234946,0.0071269487750556795
38.0,4,Japan,1965,91.0,15.0,honda civic,1/01/1982,67.0,0.7829501332654123,119010.94729306942,3,0.0062133493455961185,0.008142493638676845
32.0,4,Japan,1965,91.0,15.7,honda civic (auto),1/01/1982,67.0,0.7631417399118599,109211.93524748109,3,0.0060421192859891224,0.008142493638676845
38.0,4,Japan,1995,91.0,16.2,datsun 310 gx,1/01/1982,67.0,0.7495263777784625,122672.60921083299,3,0.005929794950850317,0.008020050125313283
25.0,6,USA,2945,181.0,16.4,buick century limited,1/01/1982,110.0,1.0428347268214866,216825.625,3,0.005886961926217416,0.012224108658743633
38.0,6,USA,3015,262.0,17.0,oldsmobile cutlass ciera (diesel),1/01/1982,85.0,1.1878523699414714,280179.5514006933,3,0.005765014363929671,0.011940298507462687
26.0,4,USA,2585,156.0,14.5,chrysler lebaron medallion,1/01/1982,92.0,1.0317565961194866,170363.9783460877,3,0.00634704488520105,0.006189555125725338
22.0,6,USA,2835,232.0,14.7,ford granada l,1/01/1982,112.0,1.1981706501427234,188489.63402623433,3,0.0062923348084693576,0.012698412698412698
32.0,4,Japan,2665,144.0,13.9,toyota celica gt,1/01/1982,96.0,1.0153476918411546,200881.2583605051,3,0.00652198065014575,0.00600375234521576
36.0,4,USA,2370,135.0,13.0,dodge charger 2.2,1/01/1982,84.0,1.0163904161881694,168507.0,3,0.006819714384107116,0.006751054852320675
27.0,4,USA,2950,151.0,17.3,chevrolet camaro,1/01/1982,90.0,0.9409308441643739,226097.58229302234,3,0.005707455641792118,0.005423728813559322
27.0,4,USA,2790,140.0,15.6,ford mustang gl,1/01/1982,86.0,0.9530034373237765,202236.85036795348,3,0.006065537064373902,0.005734767025089606
44.0,4,Europe,2130,97.0,24.6,vw pickup,1/01/1982,52.0,0.5958366271628657,150471.95011363414,3,0.004752548681226257,0.007511737089201878
32.0,4,USA,2295,135.0,11.6,dodge rampage,1/01/1982,84.0,1.0658757792680875,148973.96376716302,3,0.007394301367299997,0.006971677559912854
28.0,4,USA,2625,120.0,18.6,ford ranger,1/01/1982,79.0,0.8096683018297084,182308.80127804444,3,0.0054808056124143485,0.006095238095238095
31.0,4,USA,2720,119.0,19.4,chevy s-10,1/01/1982,82.0,0.7877452314623047,205962.73930980815,3,0.0053571597587872034,0.0058823529411764705
